       * d:\softwares\esimfolder\esimworkspace\10thmarch1\10thmarch1.cir
       Transient Analysis  Thu Mar 10 21:24:09  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	3.500977e-01	-2.97381e-03	-1.18700e-03	-2.38547e-10	
1	3.501977e-01	-2.92011e-03	-1.18868e-03	-3.32354e-10	
2	3.502977e-01	-2.83961e-03	-1.19121e-03	-4.07159e-10	
3	3.503977e-01	-2.73477e-03	-1.19454e-03	-3.41427e-07	
4	3.504977e-01	-2.60604e-03	-1.19863e-03	-3.01279e-05	
5	3.505977e-01	-2.45658e-03	-1.20340e-03	-1.12791e-04	
6	3.506977e-01	-2.28757e-03	-1.20878e-03	-2.38265e-04	
7	3.507977e-01	-2.10276e-03	-1.21469e-03	-3.92502e-04	
8	3.508977e-01	-1.90395e-03	-1.22105e-03	-5.44621e-04	
9	3.509977e-01	-1.69533e-03	-1.22780e-03	-2.23259e-04	
10	3.510977e-01	-1.47923e-03	-1.23495e-03	-8.58012e-05	
11	3.511977e-01	-1.26356e-03	-1.24576e-03	-3.83620e-05	
12	3.512977e-01	-1.24824e-03	-1.45789e-03	-3.82268e-05	
13	3.513977e-01	-1.25306e-03	-1.68701e-03	-3.80696e-05	
14	3.514977e-01	-1.25781e-03	-1.90922e-03	-3.79002e-05	
15	3.515977e-01	-1.26235e-03	-2.12141e-03	-3.77256e-05	
16	3.516977e-01	-1.26660e-03	-2.31991e-03	-3.75513e-05	
17	3.517977e-01	-1.27051e-03	-2.50201e-03	-3.73815e-05	
18	3.518977e-01	-1.27401e-03	-2.66452e-03	-3.72195e-05	
19	3.519977e-01	-1.27704e-03	-2.80527e-03	-3.70678e-05	
20	3.520977e-01	-1.27957e-03	-2.92173e-03	-3.69285e-05	
21	3.521977e-01	-1.28154e-03	-3.01262e-03	-3.68030e-05	
22	3.522977e-01	-1.28295e-03	-3.09100e-03	-3.66926e-05	
23	3.523977e-01	-1.28383e-03	-3.27135e-03	-3.65978e-05	
24	3.524977e-01	-1.28404e-03	-3.31408e-03	-3.65191e-05	
25	3.525977e-01	-1.28353e-03	-3.13397e-03	-3.64563e-05	
26	3.526685e-01	-1.28284e-03	-3.06531e-03	-3.64214e-05	
27	3.527442e-01	-1.28178e-03	-3.00933e-03	-3.63924e-05	
28	3.528442e-01	-1.27989e-03	-2.91734e-03	-3.63669e-05	
29	3.529442e-01	-1.27744e-03	-2.79986e-03	-3.63545e-05	
30	3.530442e-01	-1.27448e-03	-2.65822e-03	-3.63537e-05	
31	3.531442e-01	-1.27105e-03	-2.49492e-03	-3.63623e-05	
32	3.532442e-01	-1.26720e-03	-2.31221e-03	-3.63779e-05	
33	3.533442e-01	-1.26299e-03	-2.11320e-03	-3.63973e-05	
34	3.534442e-01	-1.25849e-03	-1.90073e-03	-3.64165e-05	
35	3.535442e-01	-1.25377e-03	-1.67835e-03	-3.64306e-05	
36	3.536442e-01	-1.24898e-03	-1.44937e-03	-3.64332e-05	
